question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
115,benzene,C1=CC=CC=C1,4-methylcyclohexan-1-one,CC1CCC(=O)CC1,{C1=CC=CC=C1;benzene};{CC1CCC(=O)CC1;4-methylcyclohexan-1-one},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CC=CC=C1 or CC1CCC(=O)CC1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: benzene or 4-methylcyclohexan-1-one? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=CC=C1;benzene,SMILES_1 PLEASANTNESS=50.52173913;SMILES_2 PLEASANTNESS=36.045454545
116,nonan-1-ol,CCCCCCCCCO,"5,6,7,8-tetrahydroquinoxaline",C1CCC2=NC=CN=C2C1,"{CCCCCCCCCO;nonan-1-ol};{C1CCC2=NC=CN=C2C1;5,6,7,8-tetrahydroquinoxaline}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCCCO or C1CCC2=NC=CN=C2C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: nonan-1-ol or 5,6,7,8-tetrahydroquinoxaline? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","C1CCC2=NC=CN=C2C1;5,6,7,8-tetrahydroquinoxaline",SMILES_1 PLEASANTNESS=35.369565217;SMILES_2 PLEASANTNESS=56.166666667
117,ethyl furan-2-carboxylate,CCOC(=O)C1=CC=CO1,pyridine,C1=CC=NC=C1,{CCOC(=O)C1=CC=CO1;ethyl furan-2-carboxylate};{C1=CC=NC=C1;pyridine},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCOC(=O)C1=CC=CO1 or C1=CC=NC=C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: ethyl furan-2-carboxylate or pyridine? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=NC=C1;pyridine,SMILES_1 PLEASANTNESS=33.979166667;SMILES_2 PLEASANTNESS=49.545454545
118,"2,4,5-trimethyl-1,3-thiazole",CC1=C(SC(=N1)C)C,2-methylfuran,CC1=CC=CO1,"{CC1=C(SC(=N1)C)C;2,4,5-trimethyl-1,3-thiazole};{CC1=CC=CO1;2-methylfuran}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC1=C(SC(=N1)C)C or CC1=CC=CO1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2,4,5-trimethyl-1,3-thiazole or 2-methylfuran? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1=CC=CO1;2-methylfuran,SMILES_1 PLEASANTNESS=33.479166667;SMILES_2 PLEASANTNESS=51.125
119,(4-propan-2-ylphenyl)methanol,CC(C)C1=CC=C(C=C1)CO,octan-2-one,CCCCCCC(=O)C,{CC(C)C1=CC=C(C=C1)CO;(4-propan-2-ylphenyl)methanol};{CCCCCCC(=O)C;octan-2-one},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(C)C1=CC=C(C=C1)CO or CCCCCCC(=O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (4-propan-2-ylphenyl)methanol or octan-2-one? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCC(=O)C;octan-2-one,SMILES_1 PLEASANTNESS=32.363636364;SMILES_2 PLEASANTNESS=52.645833333
120,hept-1-en-3-ol,CCCCC(C=C)O,butyl propanoate,CCCCOC(=O)CC,{CCCCC(C=C)O;hept-1-en-3-ol};{CCCCOC(=O)CC;butyl propanoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCC(C=C)O or CCCCOC(=O)CC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: hept-1-en-3-ol or butyl propanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCOC(=O)CC;butyl propanoate,SMILES_1 PLEASANTNESS=23.958333333;SMILES_2 PLEASANTNESS=53.826086957
121,decanoic acid,CCCCCCCCCC(=O)O,4-propan-2-ylbenzaldehyde,CC(C)C1=CC=C(C=C1)C=O,{CCCCCCCCCC(=O)O;decanoic acid};{CC(C)C1=CC=C(C=C1)C=O;4-propan-2-ylbenzaldehyde},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCCCC(=O)O or CC(C)C1=CC=C(C=C1)C=O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: decanoic acid or 4-propan-2-ylbenzaldehyde? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(C)C1=CC=C(C=C1)C=O;4-propan-2-ylbenzaldehyde,SMILES_1 PLEASANTNESS=29.166666667;SMILES_2 PLEASANTNESS=50.465116279
122,hexan-2-one,CCCCC(=O)C,"1,4-dimethoxybenzene",COC1=CC=C(C=C1)OC,"{CCCCC(=O)C;hexan-2-one};{COC1=CC=C(C=C1)OC;1,4-dimethoxybenzene}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCC(=O)C or COC1=CC=C(C=C1)OC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: hexan-2-one or 1,4-dimethoxybenzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","COC1=CC=C(C=C1)OC;1,4-dimethoxybenzene",SMILES_1 PLEASANTNESS=40.1875;SMILES_2 PLEASANTNESS=56.083333333
123,prop-2-enyl (E)-3-phenylprop-2-enoate,C=CCOC(=O)/C=C/C1=CC=CC=C1,3-prop-2-enylsulfanylprop-1-ene,C=CCSCC=C,{C=CCOC(=O)/C=C/C1=CC=CC=C1;prop-2-enyl (E)-3-phenylprop-2-enoate};{C=CCSCC=C;3-prop-2-enylsulfanylprop-1-ene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C=CCOC(=O)/C=C/C1=CC=CC=C1 or C=CCSCC=C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: prop-2-enyl (E)-3-phenylprop-2-enoate or 3-prop-2-enylsulfanylprop-1-ene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C=CCOC(=O)/C=C/C1=CC=CC=C1;prop-2-enyl (E)-3-phenylprop-2-enoate,SMILES_1 PLEASANTNESS=53.425;SMILES_2 PLEASANTNESS=36.612903226
124,(E)-2-phenylbut-2-enal,C/C=C(/C=O)\C1=CC=CC=C1,2-phenylethyl benzoate,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,{C/C=C(/C=O)\C1=CC=CC=C1;(E)-2-phenylbut-2-enal};{C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2;2-phenylethyl benzoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C/C=C(/C=O)\C1=CC=CC=C1 or C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (E)-2-phenylbut-2-enal or 2-phenylethyl benzoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2;2-phenylethyl benzoate,SMILES_1 PLEASANTNESS=36.548387097;SMILES_2 PLEASANTNESS=54.605263158
125,acetic acid,CC(=O)O,isothiocyanatomethylbenzene,C1=CC=C(C=C1)CN=C=S,{CC(=O)O;acetic acid};{C1=CC=C(C=C1)CN=C=S;isothiocyanatomethylbenzene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)O or C1=CC=C(C=C1)CN=C=S? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: acetic acid or isothiocyanatomethylbenzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)O;acetic acid,SMILES_1 PLEASANTNESS=48.461538462;SMILES_2 PLEASANTNESS=14.326530612
126,"2-ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",CCC1(C(C2CCC1(C2)C)(C)C)O,hexyl acetate,CCCCCCOC(=O)C,"{CCC1(C(C2CCC1(C2)C)(C)C)O;2-ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol};{CCCCCCOC(=O)C;hexyl acetate}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC1(C(C2CCC1(C2)C)(C)C)O or CCCCCCOC(=O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol or hexyl acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCOC(=O)C;hexyl acetate,SMILES_1 PLEASANTNESS=38.413043478;SMILES_2 PLEASANTNESS=65.636363636
